Region,Country,Year,Age,Gender,Literacy rate
Central and Southern Asia,Uzbekistan,2015,65+,male,99.85%
Central and Southern Asia,Uzbekistan,2015,65+,total,99.72%
Central and Southern Asia,Uzbekistan,2016,15+,female,99.98%
Central and Southern Asia,Uzbekistan,2016,15+,male,99.99%
Central and Southern Asia,Uzbekistan,2016,15+,total,99.99%
Central and Southern Asia,Uzbekistan,2016,15-24,female,100.00%
Central and Southern Asia,Uzbekistan,2016,15-24,male,100.00%
Central and Southern Asia,Uzbekistan,2016,15-24,total,100.00%
Central and Southern Asia,Uzbekistan,2016,25-64,female,100.00%
Central and Southern Asia,Uzbekistan,2016,25-64,male,100.00%
Central and Southern Asia,Uzbekistan,2016,25-64,total,100.00%
Central and Southern Asia,Uzbekistan,2016,65+,female,99.67%
Central and Southern Asia,Uzbekistan,2016,65+,male,99.90%
Central and Southern Asia,Uzbekistan,2016,65+,total,99.77%
Eastern and South-Eastern Asia,Brunei Darussalam,2011,15+,female,94.65%
Eastern and South-Eastern Asia,Brunei Darussalam,2011,15+,male,97.43%
Eastern and South-Eastern Asia,Brunei Darussalam,2011,15+,total,96.09%
Eastern and South-Eastern Asia,Brunei Darussalam,2011,15-24,female,99.55%
Eastern and South-Eastern Asia,Brunei Darussalam,2011,15-24,male,99.20%
Eastern and South-Eastern Asia,Brunei Darussalam,2011,15-24,total,99.37%
Eastern and South-Eastern Asia,Brunei Darussalam,2011,25-64,female,96.58%
Eastern and South-Eastern Asia,Brunei Darussalam,2011,25-64,male,97.84%
Eastern and South-Eastern Asia,Brunei Darussalam,2011,25-64,total,97.23%
Eastern and South-Eastern Asia,Brunei Darussalam,2011,65+,female,43.76%
Eastern and South-Eastern Asia,Brunei Darussalam,2011,65+,male,80.82%
Eastern and South-Eastern Asia,Brunei Darussalam,2011,65+,total,61.65%
Eastern and South-Eastern Asia,Brunei Darussalam,2018,15+,female,96.30%
Eastern and South-Eastern Asia,Brunei Darussalam,2018,15+,male,98.05%
Eastern and South-Eastern Asia,Brunei Darussalam,2018,15+,total,97.21%
Eastern and South-Eastern Asia,Brunei Darussalam,2018,15-24,female,99.79%
Eastern and South-Eastern Asia,Brunei Darussalam,2018,15-24,male,99.64%
Eastern and South-Eastern Asia,Brunei Darussalam,2018,15-24,total,99.71%
Eastern and South-Eastern Asia,Brunei Darussalam,2018,25-64,female,98.06%
Eastern and South-Eastern Asia,Brunei Darussalam,2018,25-64,male,98.22%
Eastern and South-Eastern Asia,Brunei Darussalam,2018,25-64,total,98.15%
Eastern and South-Eastern Asia,Brunei Darussalam,2018,65+,female,66.77%
Eastern and South-Eastern Asia,Brunei Darussalam,2018,65+,male,90.30%
Eastern and South-Eastern Asia,Brunei Darussalam,2018,65+,total,78.22%
Eastern and South-Eastern Asia,Cambodia,2014,15+,female,71.78%
Eastern and South-Eastern Asia,Cambodia,2014,15+,male,84.81%
Eastern and South-Eastern Asia,Cambodia,2014,15+,total,78.06%
Eastern and South-Eastern Asia,Cambodia,2014,15-24,female,90.37%
Eastern and South-Eastern Asia,Cambodia,2014,15-24,male,89.92%
Eastern and South-Eastern Asia,Cambodia,2014,15-24,total,90.14%
Eastern and South-Eastern Asia,Cambodia,2014,25-64,female,68.17%
Eastern and South-Eastern Asia,Cambodia,2014,25-64,male,83.04%
Eastern and South-Eastern Asia,Cambodia,2014,25-64,total,75.19%
Eastern and South-Eastern Asia,Cambodia,2014,65+,female,28.41%
Eastern and South-Eastern Asia,Cambodia,2014,65+,male,73.05%
Eastern and South-Eastern Asia,Cambodia,2014,65+,total,46.57%
Eastern and South-Eastern Asia,Cambodia,2015,15+,female,75.03%
Eastern and South-Eastern Asia,Cambodia,2015,15+,male,86.53%
Eastern and South-Eastern Asia,Cambodia,2015,15+,total,80.53%
Eastern and South-Eastern Asia,Cambodia,2015,15-24,female,92.57%
Eastern and South-Eastern Asia,Cambodia,2015,15-24,male,91.86%
Eastern and South-Eastern Asia,Cambodia,2015,15-24,total,92.21%
Eastern and South-Eastern Asia,Cambodia,2015,25-64,female,71.92%
Eastern and South-Eastern Asia,Cambodia,2015,25-64,male,84.65%
Eastern and South-Eastern Asia,Cambodia,2015,25-64,total,77.91%
Eastern and South-Eastern Asia,Cambodia,2015,65+,female,36.86%
Eastern and South-Eastern Asia,Cambodia,2015,65+,male,76.89%
Eastern and South-Eastern Asia,Cambodia,2015,65+,total,53.08%
Eastern and South-Eastern Asia,China,2010,15+,female,92.71%
Eastern and South-Eastern Asia,China,2010,15+,male,97.48%
Eastern and South-Eastern Asia,China,2010,15+,total,95.12%
Eastern and South-Eastern Asia,China,2010,15-24,female,99.59%
Eastern and South-Eastern Asia,China,2010,15-24,male,99.69%
Eastern and South-Eastern Asia,China,2010,15-24,total,99.64%
Eastern and South-Eastern Asia,China,2010,25-64,female,95.61%
Eastern and South-Eastern Asia,China,2010,25-64,male,98.50%
Eastern and South-Eastern Asia,China,2010,25-64,total,97.08%
Eastern and South-Eastern Asia,China,2010,65+,female,62.64%
Eastern and South-Eastern Asia,China,2010,65+,male,86.06%
Eastern and South-Eastern Asia,China,2010,65+,total,73.91%
Eastern and South-Eastern Asia,China,2018,15+,female,95.16%
Eastern and South-Eastern Asia,China,2018,15+,male,98.47%
Eastern and South-Eastern Asia,China,2018,15+,total,96.84%
Eastern and South-Eastern Asia,China,2018,15-24,female,99.78%
Eastern and South-Eastern Asia,China,2018,15-24,male,99.78%
Eastern and South-Eastern Asia,China,2018,15-24,total,99.78%
Eastern and South-Eastern Asia,China,2018,25-64,female,97.69%
Eastern and South-Eastern Asia,China,2018,25-64,male,99.14%
Eastern and South-Eastern Asia,China,2018,25-64,total,98.43%
Eastern and South-Eastern Asia,China,2018,65+,female,77.97%
Eastern and South-Eastern Asia,China,2018,65+,male,92.83%
Eastern and South-Eastern Asia,China,2018,65+,total,84.95%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2011,15+,female,93.73%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2011,15+,male,97.75%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2011,15+,total,95.64%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2011,15-24,female,99.69%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2011,15-24,male,99.65%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2011,15-24,total,99.67%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2011,25-64,female,96.22%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2011,25-64,male,98.22%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2011,25-64,total,97.17%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2011,65+,female,59.73%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2011,65+,male,88.47%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2011,65+,total,72.63%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2016,15+,female,95.03%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2016,15+,male,98.19%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2016,15+,total,96.54%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2016,15-24,female,99.87%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2016,15-24,male,99.73%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2016,15-24,total,99.80%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2016,25-64,female,97.28%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2016,25-64,male,98.82%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2016,25-64,total,98.02%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2016,65+,female,72.06%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2016,65+,male,91.33%
Eastern and South-Eastern Asia,"China, Macao Special Administrative Region",2016,65+,total,81.20%
Eastern and South-Eastern Asia,Indonesia,2011,15+,female,90.07%
Eastern and South-Eastern Asia,Indonesia,2011,15+,male,95.59%
Eastern and South-Eastern Asia,Indonesia,2011,15+,total,92.81%
Eastern and South-Eastern Asia,Indonesia,2011,15-24,female,98.75%
Eastern and South-Eastern Asia,Indonesia,2011,15-24,male,98.80%
Eastern and South-Eastern Asia,Indonesia,2011,15-24,total,98.78%
Eastern and South-Eastern Asia,Indonesia,2011,25-64,female,91.34%
Eastern and South-Eastern Asia,Indonesia,2011,25-64,male,95.97%
Eastern and South-Eastern Asia,Indonesia,2011,25-64,total,93.65%
Eastern and South-Eastern Asia,Indonesia,2011,65+,female,52.11%
Eastern and South-Eastern Asia,Indonesia,2011,65+,male,79.27%
Eastern and South-Eastern Asia,Indonesia,2011,65+,total,64.33%
Eastern and South-Eastern Asia,Indonesia,2014,15+,female,93.45%
Eastern and South-Eastern Asia,Indonesia,2014,15+,male,96.79%
Eastern and South-Eastern Asia,Indonesia,2014,15+,total,95.12%
Eastern and South-Eastern Asia,Indonesia,2014,15-24,female,99.68%
Eastern and South-Eastern Asia,Indonesia,2014,15-24,male,99.68%
Eastern and South-Eastern Asia,Indonesia,2014,15-24,total,99.68%
Eastern and South-Eastern Asia,Indonesia,2014,25-64,female,94.32%
Eastern and South-Eastern Asia,Indonesia,2014,25-64,male,97.61%
Eastern and South-Eastern Asia,Indonesia,2014,25-64,total,95.97%
Eastern and South-Eastern Asia,Indonesia,2014,65+,female,67.80%
Eastern and South-Eastern Asia,Indonesia,2014,65+,male,76.81%
Eastern and South-Eastern Asia,Indonesia,2014,65+,total,71.81%
Eastern and South-Eastern Asia,Indonesia,2015,15+,female,93.34%
Eastern and South-Eastern Asia,Indonesia,2015,15+,male,97.11%
Eastern and South-Eastern Asia,Indonesia,2015,15+,total,95.22%
Eastern and South-Eastern Asia,Indonesia,2015,15-24,female,99.64%
Eastern and South-Eastern Asia,Indonesia,2015,15-24,male,99.70%
Eastern and South-Eastern Asia,Indonesia,2015,15-24,total,99.67%
Eastern and South-Eastern Asia,Indonesia,2015,25-64,female,95.27%
Eastern and South-Eastern Asia,Indonesia,2015,25-64,male,97.68%
Eastern and South-Eastern Asia,Indonesia,2015,25-64,total,96.48%
Eastern and South-Eastern Asia,Indonesia,2015,65+,female,58.86%
Eastern and South-Eastern Asia,Indonesia,2015,65+,male,81.75%
Eastern and South-Eastern Asia,Indonesia,2015,65+,total,69.17%
Eastern and South-Eastern Asia,Indonesia,2016,15+,female,93.59%
Eastern and South-Eastern Asia,Indonesia,2016,15+,male,97.17%
Eastern and South-Eastern Asia,Indonesia,2016,15+,total,95.38%
Eastern and South-Eastern Asia,Indonesia,2016,15-24,female,99.65%
Eastern and South-Eastern Asia,Indonesia,2016,15-24,male,99.68%
Eastern and South-Eastern Asia,Indonesia,2016,15-24,total,99.67%
Eastern and South-Eastern Asia,Indonesia,2016,25-64,female,95.57%
Eastern and South-Eastern Asia,Indonesia,2016,25-64,male,97.82%
Eastern and South-Eastern Asia,Indonesia,2016,25-64,total,96.70%
Eastern and South-Eastern Asia,Indonesia,2016,65+,female,60.20%
Eastern and South-Eastern Asia,Indonesia,2016,65+,male,81.95%
Eastern and South-Eastern Asia,Indonesia,2016,65+,total,70.06%
Eastern and South-Eastern Asia,Indonesia,2018,15+,female,93.99%
Eastern and South-Eastern Asia,Indonesia,2018,15+,male,97.33%
Eastern and South-Eastern Asia,Indonesia,2018,15+,total,95.66%
Eastern and South-Eastern Asia,Indonesia,2018,15-24,female,99.70%
Eastern and South-Eastern Asia,Indonesia,2018,15-24,male,99.72%
Eastern and South-Eastern Asia,Indonesia,2018,15-24,total,99.71%
Eastern and South-Eastern Asia,Indonesia,2018,25-64,female,95.66%
Eastern and South-Eastern Asia,Indonesia,2018,25-64,male,97.87%
Eastern and South-Eastern Asia,Indonesia,2018,25-64,total,96.76%
Eastern and South-Eastern Asia,Indonesia,2018,65+,female,65.59%
Eastern and South-Eastern Asia,Indonesia,2018,65+,male,84.61%
Eastern and South-Eastern Asia,Indonesia,2018,65+,total,74.34%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,15+,female,49.72%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,15+,male,67.36%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,15+,total,58.29%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,15-24,female,67.05%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,15-24,male,77.27%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,15-24,total,72.06%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,25-64,female,46.12%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,25-64,male,65.48%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,25-64,total,55.56%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,65+,female,18.41%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,65+,male,45.03%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2011,65+,total,30.55%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,15+,female,79.39%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,15+,male,89.96%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,15+,total,84.66%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,15-24,female,90.50%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,15-24,male,94.40%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,15-24,total,92.46%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,25-64,female,77.70%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,25-64,male,89.19%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,25-64,total,83.45%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,65+,female,44.66%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,65+,male,74.65%
Eastern and South-Eastern Asia,Lao People's Democratic Republic,2015,65+,total,58.57%
Eastern and South-Eastern Asia,Malaysia,2010,15+,female,90.75%
Eastern and South-Eastern Asia,Malaysia,2010,15+,male,95.43%
Eastern and South-Eastern Asia,Malaysia,2010,15+,total,93.12%
Eastern and South-Eastern Asia,Malaysia,2010,15-24,female,98.46%
Eastern and South-Eastern Asia,Malaysia,2010,15-24,male,98.38%
Eastern and South-Eastern Asia,Malaysia,2010,15-24,total,98.42%
Eastern and South-Eastern Asia,Malaysia,2010,25-64,female,92.82%
Eastern and South-Eastern Asia,Malaysia,2010,25-64,male,96.19%
Eastern and South-Eastern Asia,Malaysia,2010,25-64,total,94.53%
Eastern and South-Eastern Asia,Malaysia,2010,65+,female,43.99%
Eastern and South-Eastern Asia,Malaysia,2010,65+,male,74.84%
Eastern and South-Eastern Asia,Malaysia,2010,65+,total,58.47%
Eastern and South-Eastern Asia,Malaysia,2016,15+,female,91.07%
Eastern and South-Eastern Asia,Malaysia,2016,15+,male,96.30%
Eastern and South-Eastern Asia,Malaysia,2016,15+,total,93.73%
Eastern and South-Eastern Asia,Malaysia,2016,15-24,female,97.86%
Eastern and South-Eastern Asia,Malaysia,2016,15-24,male,97.39%
Eastern and South-Eastern Asia,Malaysia,2016,15-24,total,97.61%
Eastern and South-Eastern Asia,Malaysia,2016,25-64,female,95.40%
Eastern and South-Eastern Asia,Malaysia,2016,25-64,male,97.19%
Eastern and South-Eastern Asia,Malaysia,2016,25-64,total,96.33%
Eastern and South-Eastern Asia,Malaysia,2016,65+,female,47.84%
Eastern and South-Eastern Asia,Malaysia,2016,65+,male,84.16%
Eastern and South-Eastern Asia,Malaysia,2016,65+,total,63.12%
Eastern and South-Eastern Asia,Mongolia,2010,15+,female,98.34%
Eastern and South-Eastern Asia,Mongolia,2010,15+,male,98.17%
Eastern and South-Eastern Asia,Mongolia,2010,15+,total,98.26%
Eastern and South-Eastern Asia,Mongolia,2010,15-24,female,98.91%
Eastern and South-Eastern Asia,Mongolia,2010,15-24,male,98.02%
Eastern and South-Eastern Asia,Mongolia,2010,15-24,total,98.46%
Eastern and South-Eastern Asia,Mongolia,2010,25-64,female,98.62%
Eastern and South-Eastern Asia,Mongolia,2010,25-64,male,98.30%
Eastern and South-Eastern Asia,Mongolia,2010,25-64,total,98.46%
Eastern and South-Eastern Asia,Mongolia,2010,65+,female,92.68%
Eastern and South-Eastern Asia,Mongolia,2010,65+,male,97.36%
Eastern and South-Eastern Asia,Mongolia,2010,65+,total,94.64%
Eastern and South-Eastern Asia,Mongolia,2018,15+,female,98.65%
Eastern and South-Eastern Asia,Mongolia,2018,15+,male,98.19%
Eastern and South-Eastern Asia,Mongolia,2018,15+,total,98.42%
Eastern and South-Eastern Asia,Mongolia,2018,15-24,female,99.08%
Eastern and South-Eastern Asia,Mongolia,2018,15-24,male,98.19%
Eastern and South-Eastern Asia,Mongolia,2018,15-24,total,98.63%
Eastern and South-Eastern Asia,Mongolia,2018,25-64,female,98.72%
Eastern and South-Eastern Asia,Mongolia,2018,25-64,male,98.17%
Eastern and South-Eastern Asia,Mongolia,2018,25-64,total,98.45%
Eastern and South-Eastern Asia,Mongolia,2018,65+,female,96.58%
Eastern and South-Eastern Asia,Mongolia,2018,65+,male,98.36%
Eastern and South-Eastern Asia,Mongolia,2018,65+,total,97.32%
